Identifiant Observation,Ordre Observation,Nom Sélectionné,Numéro Nomenclatural Nom Selectionné,Nom Retenu,Numéro Nomenclatural Nom Retenu,Numéro Taxonomique,Famille,Référentiel Taxonomique,Code Insee,Commune,Lieu-Dit,Station,Milieu,Latitude,Longitude,Référentiel Géographique,Date Observation,Mots Clés,Commentaires,Date Création,Date Modification,Date Transmission
316965,17,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-06 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316966,18,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316967,19,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316968,20,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316969,21,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316970,22,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316971,23,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316972,24,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316973,25,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316974,26,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316975,27,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316976,28,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316977,29,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316978,30,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316979,31,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316980,32,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316981,33,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316982,34,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316983,35,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316984,36,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316985,37,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316986,38,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316987,39,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316988,40,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316989,41,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
316990,42,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2010-07-01 00:00:00,,,2011-05-05 14:12:16,2011-05-05 14:13:03,2011-05-05 14:13:03
317037,35,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317038,36,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317039,37,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317040,38,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317041,39,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317042,40,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317043,41,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317044,42,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317045,43,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317046,44,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317047,45,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317048,46,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317049,47,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317050,48,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317051,49,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317052,50,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317053,51,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317054,52,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317055,53,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317056,54,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317057,55,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317058,56,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317059,57,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317060,58,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317061,59,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317062,60,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317063,61,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317064,62,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317065,63,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317066,64,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317067,65,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317068,66,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317069,67,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317070,68,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317071,69,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317072,70,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317073,71,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317074,72,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317075,73,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317076,74,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317077,75,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317078,76,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317079,77,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317080,78,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,64947","3,86756",WGS84,2010-07-07 00:00:00,,,2011-05-05 14:39:01,2011-05-09 09:40:13,2011-05-05 14:40:24
317568,1,Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-10 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317569,2,Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-10 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317570,3,Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-10 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317571,4,Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-10 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317572,5,Acer campestre L.,141,Acer campestre L.,141,8522,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-06-10 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317593,26,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317594,27,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317595,28,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317596,29,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317597,30,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317598,31,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317599,32,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317600,33,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317601,34,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317602,35,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317603,36,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317604,37,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317605,38,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317606,39,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317607,40,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317608,41,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317609,42,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317610,43,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317611,44,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317612,45,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
317613,46,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,60818","3,87945",WGS84,2010-07-21 00:00:00,,,2011-05-05 18:15:01,2011-05-05 18:15:38,2011-05-05 18:15:38
