"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"SOEURS NOIRES       ","Rue des Soeurs Noires                                           ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"SOIXANTE QUINZE     ","Passage Soixante Quinze                                         ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"SOIXANTE QUINZE     ","Passage Soixante Quinze                                         ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"SOLDANELLES         ","Rue des Soldanelles                                             ",2,99998,"P","Ecole Elémentaire Louis ARMSTRONG                           "
"SOLDANELLES         ","Rue des Soldanelles                                             ",1,99999,"I","Ecole Elémentaire Louis ARMSTRONG                           "
"SOLDATS             ","Rue des Soldats                                                 ",1,99999,"I","Ecole Elémentaire GAMBETTA                                  "
"SOLDATS             ","Rue des Soldats                                                 ",2,99998,"P","Ecole Elémentaire GAMBETTA                                  "
"SOLEIL              ","Place du Soleil                                                 ",1,99999,"I","Ecole Elémentaire KUROSAWA                                  "
"SOLEIL              ","Place du Soleil                                                 ",2,99998,"P","Ecole Elémentaire KUROSAWA                                  "
"SOLEIL BEAU         ","Rue de Beau Soleil                                              ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"SOLEIL BEAU         ","Rue de Beau Soleil                                              ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"SOLEIL LEVANT       ","Square du Soleil Levant                                         ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"SOLEIL LEVANT       ","Square du Soleil Levant                                         ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"SONNETS             ","Place des Sonnets                                               ",1,99999,"I","Ecole Elémentaire Frédéric BAZILLE                          "
"SONNETS             ","Place des Sonnets                                               ",2,99998,"P","Ecole Elémentaire Frédéric BAZILLE                          "
"SOPHORAS            ","Allée des Sophoras                                              ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"SOPHORAS            ","Allée des Sophoras                                              ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"SORANO              ","Rue Daniel Sorano                                               ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"SORANO              ","Rue Daniel Sorano                                               ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"SORBES              ","Rue de Las Sorbes                                               ",2,616,"P","Ecole Elémentaire Berthe MORISOT                            "
"SORBES              ","Rue de Las Sorbes                                               ",1,621,"I","Ecole Elémentaire Berthe MORISOT                            "
"SORBES              ","Rue de Las Sorbes                                               ",623,99999,"I","Ecole Elémentaire Paul LANGEVIN                             "
"SORBES              ","Rue de Las Sorbes                                               ",618,99998,"P","Ecole Elémentaire Charles BAUDELAIRE                        "
"SORBES              ","Impasse de Las Sorbes                                           ",1,99999,"I","Ecole Elémentaire Charles BAUDELAIRE                        "
"SORBES              ","Impasse de Las Sorbes                                           ",2,99998,"P","Ecole Elémentaire Charles BAUDELAIRE                        "
"SOULANE             ","Rue de la Soulane                                               ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"SOULANE             ","Rue de la Soulane                                               ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"SOULAS              ","Avenue du Père Soulas                                           ",2,2040,"P","Ecole Elémentaire Berthe MORISOT                            "
"SOULAS              ","Avenue du Père Soulas                                           ",1733,99999,"I","Ecole Elémentaire Emile COMBES                              "
